id,first_name,last_name,username,password,email,phone_number,role_id,company_id,version,created,last_modified,is_deleted
92a6901f-9131-4cdd-a363-a6cefea8f865,Alleen,Koepp,Alleen_Koepp52715,$2a$12$pwnwU5hQ52IO2wwP3WOjOOKc8JgIPLQayTe4C956A165W2oyHGtMC,alleen.koepp@example.com,047.039.3961,b8b0f19d-5254-40ff-869f-cf4573aa9dd8,9b4b702d-41b6-4f60-8f7e-da621ae07a5c,0,2025-05-10 00:00:00.000,2025-05-10 00:00:00.000,FALSE
3efca696-5727-4bf9-90d4-ce1030f75766,Sandy,Hoeger,Sandy_Hoeger22665,$2a$12$pwnwU5hQ52IO2wwP3WOjOOKc8JgIPLQayTe4C956A165W2oyHGtMC,sandy.hoeger@example.com,952-615-9434,b8b0f19d-5254-40ff-869f-cf4573aa9dd8,25eddaea-6b44-4ebf-ab48-bf45e634dc94,0,2025-05-10 00:00:00.000,2025-05-10 00:00:00.000,FALSE
b7faf3a2-985d-450c-b307-8259d5450296,Lyle,Towne,Lyle_Towne30894,$2a$12$pwnwU5hQ52IO2wwP3WOjOOKc8JgIPLQayTe4C956A165W2oyHGtMC,lyle.towne@example.com,(253) 745-7419,b8b0f19d-5254-40ff-869f-cf4573aa9dd8,25eddaea-6b44-4ebf-ab48-bf45e634dc94,0,2025-05-10 00:00:00.000,2025-05-10 00:00:00.000,FALSE
cff1680a-e821-4218-8ec6-b0b4ab941fb0,Janita,Jakubowski,Janita_Jakubowski52717,$2a$12$pwnwU5hQ52IO2wwP3WOjOOKc8JgIPLQayTe4C956A165W2oyHGtMC,janita.jakubowski@example.com,830.134.9574,b8b0f19d-5254-40ff-869f-cf4573aa9dd8,3d9c7162-0095-4be9-b317-9d5284b323f7,0,2025-05-10 00:00:00.000,2025-05-10 00:00:00.000,FALSE
961cd4e4-b92d-4c0f-95ea-62fec8458e3f,Zachery,Erdman,Zachery_Erdman90991,$2a$12$pwnwU5hQ52IO2wwP3WOjOOKc8JgIPLQayTe4C956A165W2oyHGtMC,zachery.erdman@example.com,134.432.0746,b8b0f19d-5254-40ff-869f-cf4573aa9dd8,799f67e8-3d67-40f0-827a-4721c5c9634a,0,2025-05-10 00:00:00.000,2025-05-10 00:00:00.000,FALSE
f2ba20a6-a10f-4c80-a1d5-da5d44d8e67c,Pete,Bashirian,Pete_Bashirian57932,$2a$12$pwnwU5hQ52IO2wwP3WOjOOKc8JgIPLQayTe4C956A165W2oyHGtMC,pete.bashirian@example.com,920.500.4125,b8b0f19d-5254-40ff-869f-cf4573aa9dd8,64452d14-0b6b-460a-b0e3-d7b8bcf86312,0,2025-05-10 00:00:00.000,2025-05-10 00:00:00.000,FALSE
9f93938c-38f4-4472-b166-5ad41437db6e,Todd,Kunde,Todd_Kunde26698,$2a$12$pwnwU5hQ52IO2wwP3WOjOOKc8JgIPLQayTe4C956A165W2oyHGtMC,todd.kunde@example.com,596-147-8876,b8b0f19d-5254-40ff-869f-cf4573aa9dd8,970bd741-66ca-4fce-ba3a-0e8801f227ee,0,2025-05-10 00:00:00.000,2025-05-10 00:00:00.000,FALSE
108b4889-5ba6-4842-90b5-ba3f3e43dee7,Dwain,Auer,Dwain_Auer40839,$2a$12$pwnwU5hQ52IO2wwP3WOjOOKc8JgIPLQayTe4C956A165W2oyHGtMC,dwain.auer@example.com,803.466.2968,b8b0f19d-5254-40ff-869f-cf4573aa9dd8,3d9c7162-0095-4be9-b317-9d5284b323f7,0,2025-05-10 00:00:00.000,2025-05-10 00:00:00.000,FALSE
f4e5e7b6-c407-4545-8608-ab55414dc42b,Tom,Keeling,Tom_Keeling16493,$2a$12$pwnwU5hQ52IO2wwP3WOjOOKc8JgIPLQayTe4C956A165W2oyHGtMC,tom.keeling@example.com,(528) 897-8632,b8b0f19d-5254-40ff-869f-cf4573aa9dd8,a08ac822-9a5b-4b8e-bcbb-1603f0cdb729,0,2025-05-10 00:00:00.000,2025-05-10 00:00:00.000,FALSE
9fb8b940-2238-4858-b801-c2e83b6fb984,test,test,test,$2a$12$pwnwU5hQ52IO2wwP3WOjOOKc8JgIPLQayTe4C956A165W2oyHGtMC,test.test@example.com,187-862-1570,b8b0f19d-5254-40ff-869f-cf4573aa9dd8,78d3f0da-e4b5-4885-8c2a-24b1f85afe44,0,2025-05-10 00:00:00.000,2025-05-10 00:00:00.000,FALSE
42698eda-07c9-4cd8-8ded-d7f6f24ec1b2,user_with_no_authorities,user_with_no_authorities,user_with_no_authorities,$2a$12$pwnwU5hQ52IO2wwP3WOjOOKc8JgIPLQayTe4C956A165W2oyHGtMC,user_with_no_authorities.user_with_no_authorities@example.com,187-862-1570,b8b0f19d-5254-40ff-869f-cf4573aa9dd8,78d3f0da-e4b5-4885-8c2a-24b1f85afe44,0,2025-05-10 00:00:00.000,2025-05-10 00:00:00.000,FALSE
9dff2a07-c041-47a8-8b0d-1017dd11e72e,service,service,service,$2a$12$pwnwU5hQ52IO2wwP3WOjOOKc8JgIPLQayTe4C956A165W2oyHGtMC,null,null,b8b0f19d-5254-40ff-869f-cf4573aa9dd8,78d3f0da-e4b5-4885-8c2a-24b1f85afe44,0,2025-05-10 00:00:00.000,2025-05-10 00:00:00.000,FALSE
